Acoustic transmitter,Movement number,Station,Tidal,Arrival,Departure,Time spent
46,4,"Thames Meadow, u/s of Walton Bridge",0,2005-04-06T21:29:02Z,2005-04-07T14:25:54Z,0.706157407407407
46,5,"Hambhaugh Island, Weybridge Lock",0,2005-04-07T22:49:17Z,2005-04-09T21:53:46Z,1.96144675925926
46,6,"Thames Meadow, u/s of Walton Bridge",0,2005-04-09T22:55:24Z,2005-04-09T23:43:08Z,0.0331481481481482
46,7,"Felix Lane, Shepperton Marinas",0,2005-04-10T00:05:50Z,2005-04-10T09:39:37Z,0.398460648148148
46,8,"Thames Meadow, u/s of Walton Bridge",0,2005-04-10T10:16:26Z,2005-04-10T10:31:39Z,0.0105671296296296
46,9,"Hambhaugh Island, Weybridge Lock",0,2005-04-10T12:23:52Z,2005-04-10T16:15:24Z,0.160787037037037
46,10,"Thames Meadow, u/s of Walton Bridge",0,2005-04-10T17:55:48Z,2005-04-10T18:09:16Z,0.00935185185185185
46,11,"Hambhaugh Island, Weybridge Lock",0,2005-04-10T21:58:03Z,2005-04-11T22:27:00Z,1.02010416666667
46,12,"Thames Meadow, u/s of Walton Bridge",0,2005-04-12T00:46:16Z,2005-04-12T01:27:19Z,0.0285069444444444
46,13,"Felix Lane, Shepperton Marinas",0,2005-04-12T02:39:15Z,2005-04-12T04:37:38Z,0.0822106481481482
46,14,"Thames Meadow, u/s of Walton Bridge",0,2005-04-12T05:20:31Z,2005-04-12T06:08:31Z,0.0333333333333333
46,15,"Hambhaugh Island, Weybridge Lock",0,2005-04-12T09:52:00Z,2005-04-14T05:09:39Z,1.80392361111111
46,16,"Thames Meadow, u/s of Walton Bridge",0,2005-04-14T06:11:52Z,2005-04-14T07:03:14Z,0.0356712962962963
46,17,"Felix Lane, Shepperton Marinas",0,2005-04-14T07:39:12Z,2005-04-14T08:53:43Z,0.0517476851851852
46,18,"Thames Meadow, u/s of Walton Bridge",0,2005-04-14T09:23:43Z,2005-04-14T11:05:07Z,0.0704166666666667
46,19,"Hambhaugh Island, Weybridge Lock",0,2005-04-14T13:11:02Z,2005-04-15T00:49:33Z,0.485081018518519
46,20,"Thames Meadow, u/s of Walton Bridge",0,2005-04-15T03:47:08Z,2005-04-15T04:54:13Z,0.0465856481481482
46,21,"Felix Lane, Shepperton Marinas",0,2005-04-15T05:23:43Z,2005-04-15T09:54:34Z,0.188090277777778
46,22,"Thames Meadow, u/s of Walton Bridge",0,2005-04-15T10:26:44Z,2005-04-15T13:12:12Z,0.114907407407407
46,23,"Hambhaugh Island, Weybridge Lock",0,2005-04-15T14:46:31Z,2005-04-15T22:11:24Z,0.308946759259259
46,24,"Thames Meadow, u/s of Walton Bridge",0,2005-04-16T01:58:43Z,2005-04-16T03:08:22Z,0.0483680555555556
46,25,"Hambhaugh Island, Weybridge Lock",0,2005-04-16T05:04:58Z,2005-04-16T09:06:53Z,0.167997685185185
46,26,"Thames Meadow, u/s of Walton Bridge",0,2005-04-16T12:17:59Z,2005-04-16T13:10:29Z,0.0364583333333333
46,27,"Felix Lane, Shepperton Marinas",0,2005-04-16T15:36:12Z,2005-04-16T16:06:26Z,0.0209953703703704
46,28,"Thames Meadow, u/s of Walton Bridge",0,2005-04-16T17:30:55Z,2005-04-17T03:26:30Z,0.413599537037037
46,29,"Hambhaugh Island, Weybridge Lock",0,2005-04-17T07:00:29Z,2005-04-17T09:34:14Z,0.106770833333333
46,30,"Thames Meadow, u/s of Walton Bridge",0,2005-04-17T11:28:43Z,2005-04-17T13:46:22Z,0.0955902777777778
46,31,"Hambhaugh Island, Weybridge Lock",0,2005-04-17T15:11:42Z,2005-04-18T20:53:25Z,1.23730324074074
46,32,"Thames Meadow, u/s of Walton Bridge",0,2005-04-19T00:11:16Z,2005-04-19T02:01:26Z,0.0765046296296296
46,33,"Felix Lane, Shepperton Marinas",0,2005-04-19T03:04:20Z,2005-04-19T14:31:03Z,0.476886574074074
46,34,"Thames Meadow, u/s of Walton Bridge",0,2005-04-19T15:00:44Z,2005-04-19T21:36:28Z,0.274814814814815
46,35,"Hambhaugh Island, Weybridge Lock",0,2005-04-20T00:33:25Z,2005-04-21T03:00:52Z,1.10239583333333
46,36,"Thames Meadow, u/s of Walton Bridge",0,2005-04-21T04:45:41Z,2005-04-21T06:40:05Z,0.0794444444444445
46,37,"Felix Lane, Shepperton Marinas",0,2005-04-21T06:58:52Z,2005-04-21T09:22:43Z,0.0998958333333333
46,38,"Thames Meadow, u/s of Walton Bridge",0,2005-04-21T09:50:06Z,2005-04-21T23:27:03Z,0.567326388888889
46,39,"Felix Lane, Shepperton Marinas",0,2005-04-21T23:57:02Z,2005-04-22T04:32:02Z,0.190972222222222
46,40,"Thames Meadow, u/s of Walton Bridge",0,2005-04-22T21:51:30Z,2005-04-22T22:11:12Z,0.0136805555555556
46,41,"Hambhaugh Island, Weybridge Lock",0,2005-04-22T23:40:20Z,2005-04-23T06:32:44Z,0.286388888888889
46,42,"Thames Meadow, u/s of Walton Bridge",0,2005-04-23T08:56:29Z,2005-04-23T22:19:56Z,0.557951388888889
46,43,"Hambhaugh Island, Weybridge Lock",0,2005-04-24T00:52:38Z,2005-04-26T00:41:22Z,1.99217592592593
46,44,"Thames Meadow, u/s of Walton Bridge",0,2005-04-26T02:21:31Z,2005-04-26T10:03:09Z,0.320578703703704
46,45,"Felix Lane, Shepperton Marinas",0,2005-04-26T10:33:59Z,2005-04-26T15:20:24Z,0.198900462962963
46,46,"Thames Meadow, u/s of Walton Bridge",0,2005-04-26T15:46:12Z,2005-04-26T19:25:42Z,0.152430555555556
46,47,"Hambhaugh Island, Weybridge Lock",0,2005-04-26T20:42:24Z,2005-04-30T02:11:48Z,3.22875
46,48,"Thames Meadow, u/s of Walton Bridge",0,2005-04-30T03:43:03Z,2005-04-30T04:51:38Z,0.0476273148148148
46,49,"Felix Lane, Shepperton Marinas",0,2005-04-30T05:39:51Z,2005-04-30T05:55:04Z,0.0105671296296296
46,50,"Thames Meadow, u/s of Walton Bridge",0,2005-04-30T06:19:19Z,2005-04-30T07:13:54Z,0.0379050925925926
46,51,"Hambhaugh Island, Weybridge Lock",0,2005-04-30T10:10:24Z,2005-05-01T07:40:01Z,0.89556712962963
46,52,"Thames Meadow, u/s of Walton Bridge",0,2005-05-01T10:06:03Z,2005-05-01T10:33:21Z,0.0189583333333333
46,53,"Hambhaugh Island, Weybridge Lock",0,2005-05-01T13:24:20Z,2005-05-04T06:04:33Z,2.69459490740741
46,54,"Thames Meadow, u/s of Walton Bridge",0,2005-05-04T08:14:28Z,2005-05-04T11:53:38Z,0.152199074074074
46,55,"Gibbs Marina, Shepperton",0,2005-05-04T12:52:21Z,2005-05-04T13:09:48Z,0.0121180555555556
46,56,"Hambhaugh Island, Weybridge Lock",0,2005-05-04T14:16:48Z,2005-05-05T23:40:34Z,1.39150462962963
46,57,"Thames Meadow, u/s of Walton Bridge",0,2005-05-06T03:01:38Z,2005-05-06T03:49:38Z,0.0333333333333333
46,58,"Gibbs Marina, Shepperton",0,2005-05-06T05:25:49Z,2005-05-06T06:09:30Z,0.0303356481481482
46,59,"Hambhaugh Island, Weybridge Lock",0,2005-05-06T09:04:57Z,2005-05-07T00:24:10Z,0.638344907407408
46,60,"Thames Meadow, u/s of Walton Bridge",0,2005-05-07T02:09:22Z,2005-05-07T05:49:37Z,0.152951388888889
46,61,"Gibbs Marina, Shepperton",0,2005-05-07T07:06:48Z,2005-05-07T07:30:57Z,0.0167708333333333
46,62,"Hambhaugh Island, Weybridge Lock",0,2005-05-07T08:46:45Z,2005-05-08T04:09:00Z,0.807118055555556
46,63,"Thames Meadow, u/s of Walton Bridge",0,2005-05-08T05:50:43Z,2005-05-08T15:15:45Z,0.392384259259259
46,64,"Hambhaugh Island, Weybridge Lock",0,2005-05-08T16:35:34Z,2005-05-10T10:08:08Z,1.73094907407407
46,65,"Thames Meadow, u/s of Walton Bridge",0,2005-05-10T16:02:44Z,2005-05-10T16:19:24Z,0.0115740740740741
46,66,"Felix Lane, Shepperton Marinas",0,2005-05-10T16:55:42Z,2005-05-10T21:41:59Z,0.19880787037037
46,67,"Thames Meadow, u/s of Walton Bridge",0,2005-05-10T22:32:46Z,2005-05-10T23:14:25Z,0.0289236111111111
46,68,"Hambhaugh Island, Weybridge Lock",0,2005-05-11T01:10:31Z,2005-05-12T08:09:36Z,1.29103009259259
46,69,"Thames Meadow, u/s of Walton Bridge",0,2005-05-12T12:01:58Z,2005-05-12T12:21:08Z,0.0133101851851852
46,70,"Gibbs Marina, Shepperton",0,2005-05-12T13:38:49Z,2005-05-12T13:55:47Z,0.0117824074074074
46,71,"Hambhaugh Island, Weybridge Lock",0,2005-05-12T14:59:29Z,2005-05-14T07:56:50Z,1.70649305555556
46,72,"Thames Meadow, u/s of Walton Bridge",0,2005-05-14T09:03:44Z,2005-05-14T10:33:58Z,0.062662037037037
46,73,"Felix Lane, Shepperton Marinas",0,2005-05-14T11:10:40Z,2005-05-26T17:43:29Z,12.2727893518519
46,74,"Thames Meadow, u/s of Walton Bridge",0,2005-05-26T18:29:05Z,2005-05-26T20:31:25Z,0.0849537037037037
46,75,"Felix Lane, Shepperton Marinas",0,2005-05-26T21:13:30Z,2005-05-27T08:10:07Z,0.455983796296296
46,76,"Thames Meadow, u/s of Walton Bridge",0,2005-05-27T11:19:06Z,2005-05-27T15:40:57Z,0.181840277777778
46,77,"Gibbs Marina, Shepperton",0,2005-05-27T16:52:57Z,2005-05-27T18:45:03Z,0.0778472222222222
46,78,"Thames Meadow, u/s of Walton Bridge",0,2005-05-27T20:59:02Z,2005-05-27T21:07:24Z,0.00581018518518519
46,79,"Hambhaugh Island, Weybridge Lock",0,2005-05-28T01:28:00Z,2005-05-28T02:34:14Z,0.0459953703703704
46,80,"Gibbs Marina, Shepperton",0,2005-05-28T11:51:02Z,2005-05-28T12:17:31Z,0.0183912037037037
46,81,"Thames Meadow, u/s of Walton Bridge",0,2005-05-28T12:54:59Z,2005-05-28T14:19:33Z,0.0587268518518519
46,82,"Felix Lane, Shepperton Marinas",0,2005-05-28T15:13:53Z,2005-05-28T20:55:55Z,0.237523148148148
46,83,"Thames Meadow, u/s of Walton Bridge",0,2005-05-28T21:42:14Z,2005-05-29T23:17:16Z,1.06599537037037
46,84,"Felix Lane, Shepperton Marinas",0,2005-05-30T00:07:39Z,2005-05-30T08:39:11Z,0.355231481481481
46,85,"Thames Meadow, u/s of Walton Bridge",0,2005-05-30T10:14:07Z,2005-05-30T20:50:56Z,0.442233796296296
46,86,"Felix Lane, Shepperton Marinas",0,2005-05-30T21:23:30Z,2005-05-31T07:22:34Z,0.416018518518519
46,87,"Thames Meadow, u/s of Walton Bridge",0,2005-05-31T08:17:07Z,2005-05-31T23:25:10Z,0.630590277777778
46,88,"Gibbs Marina, Shepperton",0,2005-06-01T01:04:10Z,2005-06-01T05:24:47Z,0.180983796296296
46,89,"Thames Meadow, u/s of Walton Bridge",0,2005-06-01T09:26:41Z,2005-06-01T20:40:56Z,0.468229166666667
46,90,"Felix Lane, Shepperton Marinas",0,2005-06-01T21:20:03Z,2005-06-03T14:47:14Z,1.72721064814815
46,91,"Thames Meadow, u/s of Walton Bridge",0,2005-06-03T23:57:24Z,2005-06-04T20:51:16Z,0.870740740740741
46,92,"Hambhaugh Island, Weybridge Lock",0,2005-06-05T00:58:37Z,2005-06-05T02:53:35Z,0.079837962962963
46,93,"Thames Meadow, u/s of Walton Bridge",0,2005-06-05T04:46:55Z,2005-06-06T23:18:56Z,1.7722337962963
46,94,"Felix Lane, Shepperton Marinas",0,2005-06-07T00:37:19Z,2005-06-09T05:12:55Z,2.19138888888889
46,95,"Thames Meadow, u/s of Walton Bridge",0,2005-06-09T06:01:12Z,2005-06-11T22:27:06Z,2.68465277777778
46,96,"Felix Lane, Shepperton Marinas",0,2005-06-11T23:32:39Z,2005-06-12T00:20:53Z,0.0334953703703704
46,97,"Lower Hampton Rd, Sunbury-on-Thames",0,2005-06-12T06:28:25Z,2005-06-12T15:02:34Z,0.357048611111111
46,98,Hampton Ferry Boat House,0,2005-06-12T16:32:01Z,2005-06-12T16:35:31Z,0.00243055555555556
46,99,"Lower Hampton Rd, Sunbury-on-Thames",0,2005-06-12T17:51:28Z,2005-06-12T22:26:22Z,0.190902777777778
46,100,Hampton Ferry Boat House,0,2005-06-12T23:07:39Z,2005-06-13T01:24:40Z,0.095150462962963
46,101,"Lower Hampton Rd, Sunbury-on-Thames",0,2005-06-13T02:49:49Z,2005-06-13T03:41:21Z,0.035787037037037
46,102,Hampton Ferry Boat House,0,2005-06-13T04:17:17Z,2005-06-13T05:01:19Z,0.0305787037037037
46,103,"Lower Hampton Rd, Sunbury-on-Thames",0,2005-06-13T07:15:20Z,2005-06-13T18:46:11Z,0.479756944444444
46,104,Hampton Ferry Boat House,0,2005-06-13T19:40:32Z,2005-06-13T19:40:32Z,0
46,105,"Lower Hampton Rd, Sunbury-on-Thames",0,2005-06-13T21:03:52Z,2005-06-14T22:26:12Z,1.05717592592593
46,106,Hampton Ferry Boat House,0,2005-06-15T02:05:46Z,2005-06-15T03:38:22Z,0.0643055555555556
46,107,"Lower Hampton Rd, Sunbury-on-Thames",0,2005-06-15T09:16:36Z,2005-06-15T22:28:26Z,0.549884259259259
46,108,Hampton Ferry Boat House,0,2005-06-15T23:19:45Z,2005-06-16T00:15:36Z,0.0387847222222222
46,109,"Lower Hampton Rd, Sunbury-on-Thames",0,2005-06-16T02:30:02Z,2005-06-16T04:28:34Z,0.0823148148148148
46,110,Hampton Ferry Boat House,0,2005-06-16T04:59:35Z,2005-06-16T11:25:45Z,0.268171296296296
46,111,"Lower Hampton Rd, Sunbury-on-Thames",0,2005-06-16T13:24:37Z,2005-07-01T01:50:54Z,14.5182523148148
46,112,Hampton Ferry Boat House,0,2005-07-01T04:14:17Z,2005-07-01T05:42:32Z,0.0612847222222222
46,113,"Lower Hampton Rd, Sunbury-on-Thames",0,2005-07-01T06:28:20Z,2005-07-01T07:21:43Z,0.0370717592592593
46,114,Hampton Ferry Boat House,0,2005-10-24T05:09:02Z,2005-11-04T11:37:46Z,11.2699537037037
46,115,Teddington Tamesis sailing club,0,2005-11-07T04:36:16Z,2005-11-08T07:34:52Z,1.12402777777778
47,1,"Strawberry Vale, Teddington",0,2005-05-15T08:10:28Z,2005-06-25T20:28:52Z,41.5127777777778
47,2,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-06-27T02:45:51Z,2005-06-27T04:45:25Z,0.0830324074074074
47,3,"Strawberry Vale, Teddington",0,2005-06-28T06:03:12Z,2005-06-28T22:38:38Z,0.691273148148148
47,4,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-06-30T03:55:00Z,2005-07-04T22:42:36Z,4.78305555555556
47,5,"Strawberry Vale, Teddington",0,2005-07-05T06:41:26Z,2005-07-08T02:04:18Z,2.8075462962963
47,6,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-07-08T06:41:57Z,2005-07-10T00:46:45Z,1.75333333333333
47,7,"Strawberry Vale, Teddington",0,2005-07-10T03:34:53Z,2005-07-11T23:55:18Z,1.84751157407407
47,8,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-07-12T03:51:17Z,2005-07-12T04:11:42Z,0.0141782407407407
47,9,"Strawberry Vale, Teddington",0,2005-07-12T06:26:38Z,2005-07-24T23:18:12Z,12.7024768518519
47,10,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-07-25T04:10:42Z,2005-07-25T07:33:51Z,0.141076388888889
47,11,"Strawberry Vale, Teddington",0,2005-07-25T23:16:54Z,2005-08-09T00:35:18Z,14.0544444444444
47,12,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-08-09T08:52:02Z,2005-08-09T16:12:22Z,0.305787037037037
47,13,"Strawberry Vale, Teddington",0,2005-08-10T03:29:25Z,2005-08-12T06:36:01Z,2.12958333333333
48,1,"Strawberry Vale, Teddington",0,2005-05-14T06:50:12Z,2005-06-18T22:25:00Z,35.6491666666667
48,2,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-06-19T02:07:46Z,2005-06-19T02:42:32Z,0.0241435185185185
48,3,"Strawberry Vale, Teddington",0,2005-06-19T04:47:36Z,2005-06-27T22:41:05Z,8.74547453703704
48,4,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-06-28T03:15:34Z,2005-06-28T07:31:01Z,0.177395833333333
48,5,"Strawberry Vale, Teddington",0,2005-06-28T22:34:16Z,2005-07-01T22:52:24Z,3.01259259259259
48,6,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-07-02T04:00:36Z,2005-07-03T02:57:14Z,0.95599537037037
48,7,"Strawberry Vale, Teddington",0,2005-07-03T05:16:31Z,2005-07-04T22:36:28Z,1.7221875
48,8,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-07-05T04:22:45Z,2005-07-06T02:19:07Z,0.914143518518518
48,9,"Strawberry Vale, Teddington",0,2005-07-06T04:35:13Z,2005-07-08T23:16:45Z,2.77884259259259
48,10,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-07-09T02:02:29Z,2005-07-10T16:21:52Z,1.59679398148148
48,11,"Strawberry Vale, Teddington",0,2005-07-10T23:42:17Z,2005-07-17T23:45:33Z,7.00226851851852
48,12,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-07-18T05:12:32Z,2005-07-18T22:16:21Z,0.710983796296296
48,13,"Strawberry Vale, Teddington",0,2005-07-19T03:57:16Z,2005-07-20T23:24:39Z,1.81068287037037
48,14,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-07-21T06:49:47Z,2005-07-22T01:49:44Z,0.791631944444444
48,15,"Strawberry Vale, Teddington",0,2005-07-22T04:14:55Z,2005-07-23T18:17:08Z,1.58487268518519
48,16,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-07-24T02:12:25Z,2005-07-24T02:59:05Z,0.0324074074074074
48,17,"Strawberry Vale, Teddington",0,2005-07-24T09:38:52Z,2005-07-28T00:25:19Z,3.61559027777778
48,18,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-07-28T04:36:59Z,2005-07-28T19:17:58Z,0.611793981481482
48,19,"Strawberry Vale, Teddington",0,2005-07-29T00:47:59Z,2005-08-01T22:12:29Z,3.89201388888889
48,20,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-08-02T03:08:58Z,2005-08-02T22:07:41Z,0.790775462962963
48,21,"Strawberry Vale, Teddington",0,2005-08-03T04:52:29Z,2005-08-06T01:21:50Z,2.85371527777778
48,22,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-08-06T07:10:12Z,2005-08-07T22:35:53Z,1.64283564814815
48,23,"Strawberry Vale, Teddington",0,2005-08-08T00:50:23Z,2005-08-12T02:33:38Z,4.07170138888889
48,24,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-08-12T05:35:07Z,2005-08-14T20:00:06Z,2.60068287037037
48,25,"Strawberry Vale, Teddington",0,2005-08-14T22:50:44Z,2005-08-24T00:56:36Z,9.08740740740741
48,26,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-08-24T09:26:08Z,2005-08-25T17:37:54Z,1.34150462962963
48,27,"Strawberry Vale, Teddington",0,2005-08-26T00:52:35Z,2005-10-31T03:30:16Z,66.1095023148148
49,1,"Strawberry Vale, Teddington",0,2005-05-31T21:59:59Z,2005-07-26T00:27:07Z,55.1021759259259
49,2,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-07-26T10:42:28Z,2005-07-26T19:14:41Z,0.355706018518519
49,3,"Strawberry Vale, Teddington",0,2005-07-26T23:14:12Z,2005-07-29T22:58:59Z,2.98943287037037
49,4,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-07-30T05:40:42Z,2005-07-30T21:23:40Z,0.654837962962963
49,5,"Strawberry Vale, Teddington",0,2005-07-30T23:00:46Z,2005-09-06T07:55:26Z,37.3712962962963
5,1,"Strawberry Vale, Teddington",0,2005-05-16T19:57:52Z,2005-06-08T04:13:01Z,22.3438541666667
5,2,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-06-08T16:45:41Z,2005-06-13T17:42:22Z,5.03936342592593
5,3,"Strawberry Vale, Teddington",0,2005-06-13T20:25:02Z,2005-06-30T23:29:17Z,17.1279513888889
5,4,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-07-01T02:54:05Z,2005-07-03T22:59:21Z,2.83699074074074
5,5,"Strawberry Vale, Teddington",0,2005-07-04T04:50:37Z,2005-07-06T23:26:41Z,2.7750462962963
5,6,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-07-07T02:16:19Z,2005-07-22T02:10:14Z,14.995775462963
5,7,"Strawberry Vale, Teddington",0,2005-07-22T06:29:43Z,2005-07-24T00:44:00Z,1.75991898148148
5,8,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-07-24T03:28:38Z,2005-08-20T02:47:02Z,26.9711111111111
5,9,"Strawberry Vale, Teddington",0,2005-08-20T05:49:22Z,2005-08-24T01:53:11Z,3.8359837962963
5,10,"Alexandra Rd, u/s of Thames Ditton Island",0,2005-08-24T04:42:19Z,2005-09-01T01:44:00Z,7.87616898148148
5,11,"Strawberry Vale, Teddington",0,2005-09-01T05:56:37Z,2005-09-01T06:15:05Z,0.0128240740740741
50,1,"Chiswick Pier, Corney Reach Way",1,2005-06-27T13:56:34Z,2005-06-27T14:12:51Z,0.0113078703703704
51,1,"Chiswick Pier, Corney Reach Way",1,2005-06-27T13:56:31Z,2005-06-28T14:27:55Z,1.02180555555556
6,1,"Strawberry Vale, Teddington",0,2005-06-01T23:27:44Z,2005-06-21T02:10:41Z,19.1131597222222
7,1,"Strawberry Vale, Teddington",0,2005-05-31T21:23:20Z,2005-06-14T19:28:59Z,13.9205902777778
8,1,Teddington Tamesis sailing club,0,2005-09-06T16:19:02Z,2005-11-04T12:10:00Z,58.8270601851852
